Eigvals	22
0.28141401200081023	0.22913726469161963	0.13341941381880934	0.1056950346436188	0.09140474883656015	0.08553778058274498	0.07670303595453137	0.062427949102648914	0.05238277729431647	0.048754098489455576	0.04804390827391264	0.040981650136794195	0.03570675458722144	0.029146432800678395	0.0265122713293105	0.025545379306769818	0.021591149899635616	0.016963533507439125	0.01023369140275781	0.006673917644957372	0.0016131843842440657	0.0

Proportion explained	22
0.17950842881509604	0.14616212631111986	0.08510560358301072	0.06742077079793216	0.058305280299412204	0.05456285736296163	0.048927348612286245	0.03982155322647199	0.033413936933057775	0.031099274538303447	0.030646258255121354	0.026141383557989683	0.022776632081915982	0.018591932649037725	0.01691165317891258	0.01629489189340975	0.013772567212408916	0.010820702300580062	0.006527869211723265	0.004257159982795009	0.001029018392317532	0.0

Species	0	0

Site	22	22
Sabine	0.13552120425322403	-0.43307164129126247	0.10425935986665322	0.49934866458290533	0.10481877750243616	0.18957652822483545	-0.15146227003072324	0.052518132414426	-0.09114811996480751	-0.11136417244451698	0.2610674981597373	-0.2155295682268941	0.8042212137499184	-0.12313753024053421	0.20308367000543903	-0.17464465358006093	0.18613859587728634	-0.14736449538597837	0.10510542349971923	1.3412960103713862	-0.09502916746705363	-0.16138401603225605
Jenny	0.014287399374876749	-0.6392125622433915	0.023693896228760832	0.6226714412039195	0.3521231877137146	0.09729891390577552	-0.26205800211015995	0.2006819687152649	-0.2687932718730522	-0.31862654412213004	0.12893325809407405	-0.6289695153349512	1.2810405376456329	-0.3924575342385858	0.6398311604061823	-0.06168641907203737	-0.140018190364459	0.035510046532117624	-0.05838910138143269	-0.8037067180641819	0.013602989610489204	-0.16138401603225622
Britta	0.1750979024533014	-0.5325603365556767	2.4589609980559843	0.21144739897979942	-0.2564655159387348	-0.5481754980318262	0.2680503789387973	-0.7920120213849291	-0.07578777518719912	-0.16432532734054842	-0.3491702026282669	0.16394245701229118	-0.1641992537571589	-0.1750891308204871	-0.1313088218736739	0.01377139807924255	-0.01772909630503264	0.07732862195314591	-0.02644034007220713	-0.05381041781607297	0.0022826914312363855	-0.1613840160322563
Lisa	-0.10867934283572926	-0.8097655343970077	-0.1612966964607974	-1.2758771914102984	0.6112377638600774	-0.8542781728177846	1.4650131280439453	0.7866364049370169	-0.3178741933895458	0.11924541287830868	0.41037039320427393	0.3407512188596526	0.10495569108505896	-0.32002757065035936	0.023978569179125823	0.04185649863935659	0.0672042340054184	0.13515201195586218	-0.016693001350522374	0.030857861414913902	-0.0380751983376502	-0.1613840160322562
Jaqueline	-0.6576903011291781	-0.18251051696437826	-0.04291199810448087	0.2200378921580233	1.4093509075269697	-0.19006303817562317	-0.36623657963063977	0.23361584460506463	1.3354735686613595	-0.29746210887837454	-0.3407099908490494	-0.5643539956786748	-0.4417075215932151	-0.4492287637460063	-0.5287833350328262	0.36384262415065033	0.16499272305980672	-0.08040311626457759	0.04172286797558591	0.025834031489955042	0.03366399108869071	-0.1613840160322562
Cristina	-0.5167516442477242	0.3900095310208703	0.6147627263298601	-0.5834266451769887	0.10296576724077272	2.033671078810395	0.6712653040085027	-0.09968004408153835	0.48081844236340265	0.7480845981547314	0.23993002569360103	-0.004997300219418705	0.2069139975860709	0.1462602919952884	0.050828525448517944	0.11000173658337122	-0.026220649556219073	-0.04853503392288786	0.04689226165103839	-0.10235373577060598	0.01610247264952055	-0.1613840160322562
Stephan	0.5545545881979395	0.46332567182838086	-0.04073585024206481	0.1876143011136681	0.5987846898305202	0.4458076282992344	-0.05359390323907734	-0.39354633217586493	-0.4355052816563126	-1.1057854266442684	1.2621110224596401	0.08499353620330351	-0.8981977907877288	0.005839409332829726	0.46323860787390325	0.18221206112293942	-0.25262246622254814	0.22127604620984098	0.09435797154499301	-0.0006600690587496651	-0.05631403036801441	-0.16138401603225622
Petra	1.230206407911127	0.5817605919401225	-0.5567794017558962	0.05348819249000649	-0.2034125092098151	0.2809137195943599	0.3637734328964873	-0.19324364099846827	0.028631316041134742	-0.044944222737319114	-1.117608898505332	0.19901867552489672	-0.29271163618019663	-0.7340325454841294	0.6713653828272367	-0.03140869063302576	0.822640693481904	0.37939434598633065	0.312344853136596	-0.013263094447087788	-0.02295036444856136	-0.1613840160322562
Matic	-0.7657901143986149	0.3459844127293858	-0.16287849739294344	-0.11168375364991978	0.22756987390775157	-0.6453320184886058	0.36287082519812486	-0.40971155817219623	0.3642673329631916	-0.11466180485790058	-0.3544292607272197	-0.34402780911530545	-0.01376160501155234	1.4999047676809338	0.8589914106629815	-0.1662386111712432	0.2993824191860699	-0.07466908650247872	-0.02457083952555047	-0.012123468690532102	-0.0707172185976153	-0.16138401603225627
Natalija	-1.2584371060977457	0.9135190426796327	0.3032770105013976	-0.01630629616201663	-1.3249726350534807	0.015088772898460398	0.1698970765981418	1.2029750759674902	-0.14991246820618068	-0.6709899403089677	-0.22342696879893564	-0.6320767526955376	-0.3825858258332507	-0.2938638118806334	0.06338141629776588	-0.13656229649278784	-0.25228982968706315	-0.18580160775644955	0.08943993789795421	0.05919143492985182	0.004181673852220854	-0.16138401603225633
Primož	-1.0470253406598966	0.9451534833238507	-0.21917920845002437	0.08376082565112522	-0.1460819051271243	-0.14544822156737847	-0.27399563850160835	-0.20277332202884168	0.20674092888708367	-0.6515576963557783	0.1369967039209608	1.5345892977334228	0.7169159797017036	-0.0703222634749245	-0.3600551634065416	0.17197876083292876	0.4191742571154972	-0.1962054775974656	-0.0878963814159452	-0.1359781158607553	0.010072977474623754	-0.16138401603225622
